PDEC.223.1.P00010054	PJENN.M.1.P00330030,PJENN.M.1.P01930052	PNOV.TE.1.P01410040,PNOV.TE.1.P00360013	POCT.K8.1.P71800002769770160
PDEC.223.1.P02500016,PDEC.223.1.P02060018	PJENN.M.1.P03730010,PJENN.M.1.P03990008	PNOV.TE.1.P05070020,PNOV.TE.1.P07010009	POCT.K8.1.P71800002770260101,POCT.K8.1.P71800002770840128
PDEC.223.1.P02500019	PJENN.M.1.P03730007,PJENN.M.1.P03990005	PNOV.TE.1.P05070017	POCT.K8.1.P71800002770260103
PDEC.223.1.P02500040,PDEC.223.1.P02060050	PJENN.M.1.P03070012,PJENN.M.1.P03230012	PNOV.TE.1.P06440021,PNOV.TE.1.P04110027	POCT.K8.1.P71800002770260123,POCT.K8.1.P71800002770840165
PDEC.223.1.P02500053,PDEC.223.1.P02060066	PJENN.M.1.P03070027,PJENN.M.1.P03230029	PNOV.TE.1.P06440008,PNOV.TE.1.P04110009	POCT.K8.1.P71800002770260136,POCT.K8.1.P71800002770840181
PDEC.223.1.P02500053,PDEC.223.1.P02060066	PJENN.M.1.P03070027,PJENN.M.1.P03230029	PNOV.TE.1.P06440008,PNOV.TE.1.P04110009	POCT.K8.1.P71800002770260136,POCT.K8.1.P71800002770840181
PDEC.223.1.P02500053,PDEC.223.1.P02060066	PJENN.M.1.P03070027,PJENN.M.1.P03230029	PNOV.TE.1.P06440008,PNOV.TE.1.P04110009	POCT.K8.1.P71800002770260136,POCT.K8.1.P71800002770840181
PDEC.223.1.P02510009,PDEC.223.1.P02520005	PJENN.M.1.P02150005,PJENN.M.1.P01940007	PNOV.TE.1.P09920008,PNOV.TE.1.P09520011	POCT.K8.1.P71800002770700141,POCT.K8.1.P71800002770580223
PDEC.223.1.P02510015,PDEC.223.1.P02520013	PJENN.M.1.P02150012,PJENN.M.1.P01940016	PNOV.TE.1.P09920003,PNOV.TE.1.P09520002	POCT.K8.1.P71800002770700136,POCT.K8.1.P71800002770580230
PDEC.223.1.P02510038,PDEC.223.1.P02520038	PJENN.M.1.P02150037,PJENN.M.1.P01940043	PNOV.TE.1.P04280019,PNOV.TE.1.P04200018	POCT.K8.1.P71800002770700112,POCT.K8.1.P71800002770580254
PDEC.223.1.P02510039,PDEC.223.1.P02520039	PJENN.M.1.P02150038,PJENN.M.1.P01940044	PNOV.TE.1.P04280020,PNOV.TE.1.P04200019	POCT.K8.1.P71800002770700110,POCT.K8.1.P71800002770580255
PDEC.223.1.P02510061	PJENN.M.1.P02150065,PJENN.M.1.P01940065	PNOV.TE.1.P03920019,PNOV.TE.1.P05600015	POCT.K8.1.P71800002770700090
PDEC.223.1.P02510015,PDEC.223.1.P02520013	PJENN.M.1.P02150012,PJENN.M.1.P01940016	PNOV.TE.1.P09920003,PNOV.TE.1.P09520002	POCT.K8.1.P71800002770700136,POCT.K8.1.P71800002770580230
PDEC.223.1.P02520027	PJENN.M.1.P02150027	PNOV.TE.1.P04200008	POCT.K8.1.P71800002770580243
PDEC.223.1.P02510038,PDEC.223.1.P02520038	PJENN.M.1.P02150037,PJENN.M.1.P01940043	PNOV.TE.1.P04280019,PNOV.TE.1.P04200018	POCT.K8.1.P71800002770700112,POCT.K8.1.P71800002770580254
PDEC.223.1.P02510039,PDEC.223.1.P02520039	PJENN.M.1.P02150038,PJENN.M.1.P01940044	PNOV.TE.1.P04280020,PNOV.TE.1.P04200019	POCT.K8.1.P71800002770700110,POCT.K8.1.P71800002770580255
PDEC.223.1.P02520037	PJENN.M.1.P01940042	PNOV.TE.1.P04200017,PNOV.TE.1.P04280018	POCT.K8.1.P71800002770580253
PDEC.223.1.P02520047	PJENN.M.1.P02150047,PJENN.M.1.P01940052	PNOV.TE.1.P04280027,PNOV.TE.1.P04200027	POCT.K8.1.P71800002770580263
PDEC.223.1.P02780006,PDEC.223.1.P02530006	PJENN.M.1.P00920121,PJENN.M.1.P01160005	PNOV.TE.1.P01990041,PNOV.TE.1.P01420054	POCT.K8.1.P71800002770160064,POCT.K8.1.P71800002769760114
PDEC.223.1.P02780021,PDEC.223.1.P02530027	PJENN.M.1.P00920104,PJENN.M.1.P01160028	PNOV.TE.1.P01990024,PNOV.TE.1.P01420036	POCT.K8.1.P71800002770160081,POCT.K8.1.P71800002769760094
PDEC.223.1.P02780024,PDEC.223.1.P02530034	PJENN.M.1.P00920098,PJENN.M.1.P01160036	PNOV.TE.1.P01990020,PNOV.TE.1.P01420029	POCT.K8.1.P71800002770160084,POCT.K8.1.P71800002769760088
PDEC.223.1.P02530051	PJENN.M.1.P00920082,PJENN.M.1.P01160053	PNOV.TE.1.P01420011	POCT.K8.1.P71800002769760069
PDEC.223.1.P02780020,PDEC.223.1.P02530026	PJENN.M.1.P00920105,PJENN.M.1.P01160027	PNOV.TE.1.P01990025,PNOV.TE.1.P01420037	POCT.K8.1.P71800002770160080,POCT.K8.1.P71800002769760095
PDEC.223.1.P02780026,PDEC.223.1.P02530036	PJENN.M.1.P00920096,PJENN.M.1.P01160038	PNOV.TE.1.P01990019,PNOV.TE.1.P01420027	POCT.K8.1.P71800002770160086,POCT.K8.1.P71800002769760086
PDEC.223.1.P02780026,PDEC.223.1.P02530036	PJENN.M.1.P00920096,PJENN.M.1.P01160038	PNOV.TE.1.P01990019,PNOV.TE.1.P01420027	POCT.K8.1.P71800002770160086,POCT.K8.1.P71800002769760086
PDEC.223.1.P02530050	PJENN.M.1.P00920083,PJENN.M.1.P01160052	PNOV.TE.1.P01420012	POCT.K8.1.P71800002769760070
PDEC.223.1.P02360023,PDEC.223.1.P02570033	PJENN.M.1.P00820111,PJENN.M.1.P01030035	PNOV.TE.1.P01350025,PNOV.TE.1.P03100013	POCT.K8.1.P71800002769520028,POCT.K8.1.P71800002769480025
PDEC.223.1.P02580025,PDEC.223.1.P01520023	PJENN.M.1.P00330118,PJENN.M.1.P02430032	PNOV.TE.1.P01360031,PNOV.TE.1.P01130051	POCT.K8.1.P71800002769360027,POCT.K8.1.P71800002769770079
PDEC.223.1.P02580020,PDEC.223.1.P01520028	PJENN.M.1.P00330124,PJENN.M.1.P02430036	PNOV.TE.1.P01360036,PNOV.TE.1.P01130046	POCT.K8.1.P71800002769360022,POCT.K8.1.P71800002769770074
PDEC.223.1.P02580032,PDEC.223.1.P01520017	PJENN.M.1.P00330110,PJENN.M.1.P02430026	PNOV.TE.1.P01360025,PNOV.TE.1.P01130057	POCT.K8.1.P71800002769360034,POCT.K8.1.P71800002769770085
PDEC.223.1.P02580034,PDEC.223.1.P01520015	PJENN.M.1.P00330108,PJENN.M.1.P02430024	PNOV.TE.1.P01360023,PNOV.TE.1.P01130059	POCT.K8.1.P71800002769360036,POCT.K8.1.P71800002769770087
PDEC.223.1.P02600012,PDEC.223.1.P02460027	PJENN.M.1.P01270052,PJENN.M.1.P01080042	PNOV.TE.1.P01320033,PNOV.TE.1.P01850035	POCT.K8.1.P71800002770680152,POCT.K8.1.P71800002770350038
PDEC.223.1.P02600037,NA	PJENN.M.1.P01270081,PJENN.M.1.P01080079	PNOV.TE.1.P03440007	POCT.K8.1.P71800002770680127
PDEC.223.1.P02600021,PDEC.223.1.P02460015	PJENN.M.1.P01270065,PJENN.M.1.P01080061	PNOV.TE.1.P01320043,PNOV.TE.1.P01850047	POCT.K8.1.P71800002770680143,POCT.K8.1.P71800002770350051
PDEC.223.1.P02600021,PDEC.223.1.P02460015	PJENN.M.1.P01270065,PJENN.M.1.P01080061	PNOV.TE.1.P01320043,PNOV.TE.1.P01850047	POCT.K8.1.P71800002770680143,POCT.K8.1.P71800002770350051
PDEC.223.1.P02600039,NA	PJENN.M.1.P01080082	PNOV.TE.1.P03440009,PNOV.TE.1.P00070151	POCT.K8.1.P71800002770680125,POCT.K8.1.P71800002770350064
PDEC.223.1.P04200024,PDEC.223.1.P02610023	PJENN.M.1.P00100126,PJENN.M.1.P00350126	PNOV.TE.1.P11220005,PNOV.TE.1.P10980006	POCT.K8.1.P71800002770050134,POCT.K8.1.P71800002770800183
PDEC.223.1.P04200024,PDEC.223.1.P02610023	PJENN.M.1.P00100126,PJENN.M.1.P00350126	PNOV.TE.1.P11220005,PNOV.TE.1.P10980006	POCT.K8.1.P71800002770050134,POCT.K8.1.P71800002770800183
PDEC.223.1.P01290091,PDEC.223.1.P02610035	PJENN.M.1.P00350139,PJENN.M.1.P00100141	PNOV.TE.1.P00900009,PNOV.TE.1.P01310059	POCT.K8.1.P71800002770050147,POCT.K8.1.P71800002770800171
PDEC.223.1.P02610039	PJENN.M.1.P00350144,PJENN.M.1.P00100148	PNOV.TE.1.P01310055	POCT.K8.1.P71800002770800167
PDEC.223.1.P01290065,PDEC.223.1.P02610053	PJENN.M.1.P00350161,PJENN.M.1.P00100162	PNOV.TE.1.P00900030,PNOV.TE.1.P01310041	POCT.K8.1.P71800002770050170,POCT.K8.1.P71800002770800154
PDEC.223.1.P04200006,PDEC.223.1.P02610005	PJENN.M.1.P00350107	PNOV.TE.1.P07150015	POCT.K8.1.P71800002770050117,POCT.K8.1.P71800002770800199
PDEC.223.1.P04200015,PDEC.223.1.P02610011	PJENN.M.1.P00100115,PJENN.M.1.P00350116	PNOV.TE.1.P07290006,PNOV.TE.1.P07150007	POCT.K8.1.P71800002770050125,POCT.K8.1.P71800002770800193
NA,PDEC.223.1.P02630057	PJENN.M.1.P01120113	PNOV.TE.1.P01290009	POCT.K8.1.P71800002769790172,POCT.K8.1.P71800002770640007
PDEC.223.1.P03470031,PDEC.223.1.P02630025	PJENN.M.1.P00570092,PJENN.M.1.P01120078	PNOV.TE.1.P01290045,PNOV.TE.1.P01470036	POCT.K8.1.P71800002769790129,POCT.K8.1.P71800002770640039
NA,PDEC.223.1.P02630056	PJENN.M.1.P00570132,PJENN.M.1.P01120112	PNOV.TE.1.P01290010,PNOV.TE.1.P01470007	POCT.K8.1.P71800002769790171,POCT.K8.1.P71800002770640008
PDEC.223.1.P01290030,PDEC.223.1.P02640029	PJENN.M.1.P01800033,PJENN.M.1.P00100202	PNOV.TE.1.P00900069,PNOV.TE.1.P01310002	POCT.K8.1.P71800002770050213,POCT.K8.1.P71800002770800114
PDEC.223.1.P01290030,PDEC.223.1.P02640029	PJENN.M.1.P01800033,PJENN.M.1.P00100202	PNOV.TE.1.P00900069,PNOV.TE.1.P01310002	POCT.K8.1.P71800002770050213,POCT.K8.1.P71800002770800114
PDEC.223.1.P02640012	PJENN.M.1.P01800015,PJENN.M.1.P00100186	PNOV.TE.1.P01310018	POCT.K8.1.P71800002770800131
PDEC.223.1.P01290012,PDEC.223.1.P02640041	PJENN.M.1.P00100218,PJENN.M.1.P01800052	PNOV.TE.1.P03020011,PNOV.TE.1.P03790009	POCT.K8.1.P71800002770050230,POCT.K8.1.P71800002770800100
PDEC.223.1.P02650009,PDEC.223.1.P02070007	PJENN.M.1.P00820080,PJENN.M.1.P01030070	PNOV.TE.1.P01350055,PNOV.TE.1.P03100032	POCT.K8.1.P71800002769520060,POCT.K8.1.P71800002769480047
PDEC.223.1.P02650010	PJENN.M.1.P00820079,PJENN.M.1.P01030071	PNOV.TE.1.P01350056,PNOV.TE.1.P03100033	POCT.K8.1.P71800002769520061,POCT.K8.1.P71800002769480048
PDEC.223.1.P02650056,PDEC.223.1.P02070055	PJENN.M.1.P00820031,PJENN.M.1.P01030124	PNOV.TE.1.P06640016,PNOV.TE.1.P08060012	POCT.K8.1.P71800002769520102,NA
PDEC.223.1.P02480032,PDEC.223.1.P02670034	PJENN.M.1.P00690031,PJENN.M.1.P00860031	PNOV.TE.1.P03360034,PNOV.TE.1.P01550031	POCT.K8.1.P71800002767170135,POCT.K8.1.P71800002769580157
PDEC.223.1.P02680025,NA	PJENN.M.1.P01850041,NA	PNOV.TE.1.P00080105,NA	POCT.K8.1.P71800002770320289
PDEC.223.1.P02680008	PJENN.M.1.P01850024,PJENN.M.1.P02840014	PNOV.TE.1.P00080120	POCT.K8.1.P71800002770320304
PDEC.223.1.P02680011,PDEC.223.1.P03720024	PJENN.M.1.P01850028,PJENN.M.1.P02840011	PNOV.TE.1.P00080117,PNOV.TE.1.P04130019	POCT.K8.1.P71800002770320301,POCT.K8.1.P71800002770240229
PDEC.223.1.P02700029,PDEC.223.1.P01480057	PJENN.M.1.P02220029,PJENN.M.1.P02040028	PNOV.TE.1.P02280023,PNOV.TE.1.P00930038	POCT.K8.1.P71800002769320027,POCT.K8.1.P71800002769450040
PDEC.223.1.P02700019,PDEC.223.1.P01480048	PJENN.M.1.P02220038,PJENN.M.1.P02040040	PNOV.TE.1.P02280033,PNOV.TE.1.P00930029	POCT.K8.1.P71800002769320018,POCT.K8.1.P71800002769450031
PDEC.223.1.P02700024,PDEC.223.1.P01480051	PJENN.M.1.P02220033	PNOV.TE.1.P02280029,PNOV.TE.1.P00930032	POCT.K8.1.P71800002769320023,POCT.K8.1.P71800002769450034
PDEC.223.1.P02700039,PDEC.223.1.P01480067	PJENN.M.1.P02220016,PJENN.M.1.P02040017	PNOV.TE.1.P02280011,PNOV.TE.1.P00930050	POCT.K8.1.P71800002769320038,POCT.K8.1.P71800002769450050
PDEC.223.1.P02700045,PDEC.223.1.P01480076	PJENN.M.1.P02220008,PJENN.M.1.P02040010	PNOV.TE.1.P02280005,PNOV.TE.1.P00930057	POCT.K8.1.P71800002769320043,POCT.K8.1.P71800002769450058
PDEC.223.1.P02710025,PDEC.223.1.P00120231	PJENN.M.1.P02110012,PJENN.M.1.P01870066	PNOV.TE.1.P03000014,PNOV.TE.1.P03640010	POCT.K8.1.P71800002770620233,POCT.K8.1.P71800002769590237
PDEC.223.1.P02710042,PDEC.223.1.P00120214	PJENN.M.1.P02110028,PJENN.M.1.P01870047	PNOV.TE.1.P03000032,PNOV.TE.1.P03640024	POCT.K8.1.P71800002770620216,POCT.K8.1.P71800002769590222
PDEC.223.1.P02710044,PDEC.223.1.P00120212	PJENN.M.1.P02110030,PJENN.M.1.P01870045	PNOV.TE.1.P03000034,PNOV.TE.1.P03640026	POCT.K8.1.P71800002770620214,POCT.K8.1.P71800002769590221
PDEC.223.1.P02710046,PDEC.223.1.P00120210	PJENN.M.1.P02110032,PJENN.M.1.P01870042	PNOV.TE.1.P03000037,PNOV.TE.1.P03640027	POCT.K8.1.P71800002770620212,POCT.K8.1.P71800002769590219
PDEC.223.1.P02710016,PDEC.223.1.P00120240	PJENN.M.1.P02110002,PJENN.M.1.P01870076	PNOV.TE.1.P03000004,PNOV.TE.1.P03640002	POCT.K8.1.P71800002770620243,POCT.K8.1.P71800002769590244
PDEC.223.1.P02710028,PDEC.223.1.P00120225	PJENN.M.1.P02110015,PJENN.M.1.P01870062	PNOV.TE.1.P03000017,PNOV.TE.1.P03640013	POCT.K8.1.P71800002770620230,POCT.K8.1.P71800002769590232
PDEC.223.1.P02710031,PDEC.223.1.P00120223	PJENN.M.1.P02110017,PJENN.M.1.P01870059	PNOV.TE.1.P03000020,PNOV.TE.1.P03640015	POCT.K8.1.P71800002770620227,POCT.K8.1.P71800002769590230
PDEC.223.1.P02710040,PDEC.223.1.P00120216	PJENN.M.1.P02110026,PJENN.M.1.P01870049	PNOV.TE.1.P03000030,PNOV.TE.1.P03640022	POCT.K8.1.P71800002770620218,POCT.K8.1.P71800002769590223
PDEC.223.1.P02720003,PDEC.223.1.P01520053	PJENN.M.1.P00330147,NA	PNOV.TE.1.P01130022	POCT.K8.1.P71800002769670004,NA
PDEC.223.1.P02720022	PJENN.M.1.P00330169,NA	PNOV.TE.1.P01500035	POCT.K8.1.P71800002769670023
PDEC.223.1.P00850028,PDEC.223.1.P02730042	PJENN.M.1.P01210055,PJENN.M.1.P01150058	PNOV.TE.1.P06560003,PNOV.TE.1.P06400019	POCT.K8.1.P71800002770000143,POCT.K8.1.P71800002770100156
PDEC.223.1.P02730036	PJENN.M.1.P01150052	PNOV.TE.1.P06780004	POCT.K8.1.P71800002770100151
PDEC.223.1.P02750005,PDEC.223.1.P03140022	PJENN.M.1.P03140006,PJENN.M.1.P03170006	PNOV.TE.1.P10240006,PNOV.TE.1.P10610005	POCT.K8.1.P71800002770300447,POCT.K8.1.P71800002770780038
PDEC.223.1.P02750005,PDEC.223.1.P03140022	PJENN.M.1.P03140006,PJENN.M.1.P03170006	PNOV.TE.1.P10240006,PNOV.TE.1.P10610005	POCT.K8.1.P71800002770300447,POCT.K8.1.P71800002770780038
PDEC.223.1.P02750006,PDEC.223.1.P03140021	PJENN.M.1.P03140005,PJENN.M.1.P03170005	PNOV.TE.1.P10240007,PNOV.TE.1.P10610006	POCT.K8.1.P71800002770300446,POCT.K8.1.P71800002770780039
PDEC.223.1.P02220035,PDEC.223.1.P02760008	PJENN.M.1.P01780018,PJENN.M.1.P01300088	PNOV.TE.1.P02730011,PNOV.TE.1.P04940012	POCT.K8.1.P71800002770860257,POCT.K8.1.P71800002770830241
PDEC.223.1.P02220022,PDEC.223.1.P02760017	PJENN.M.1.P01780034,PJENN.M.1.P01300072	PNOV.TE.1.P02730001,PNOV.TE.1.P04940021	POCT.K8.1.P71800002770860244,POCT.K8.1.P71800002770830231
PDEC.223.1.P02770024	PJENN.M.1.P04160005	PNOV.TE.1.P00350106	POCT.K8.1.P71800002770940148
PDEC.223.1.P02770039	PJENN.M.1.P00950134,PJENN.M.1.P00120121	PNOV.TE.1.P00350089	POCT.K8.1.P71800002770940163
PDEC.223.1.P01220018,PDEC.223.1.P02770042	PJENN.M.1.P00950130,PJENN.M.1.P00120117	PNOV.TE.1.P00220029,PNOV.TE.1.P00350085	POCT.K8.1.P71800002770250204,POCT.K8.1.P71800002770940166
PDEC.223.1.P01220017,PDEC.223.1.P02770043	PJENN.M.1.P00950129,PJENN.M.1.P00120116	PNOV.TE.1.P00220030,PNOV.TE.1.P00350084	POCT.K8.1.P71800002770250205,POCT.K8.1.P71800002770940167
PDEC.223.1.P01220016,PDEC.223.1.P02770044	PJENN.M.1.P00950128,PJENN.M.1.P00120115	PNOV.TE.1.P00220031,PNOV.TE.1.P00350083	POCT.K8.1.P71800002770250206,POCT.K8.1.P71800002770940168
PDEC.223.1.P01220005,PDEC.223.1.P02770053	PJENN.M.1.P00950116,PJENN.M.1.P00120105	PNOV.TE.1.P00220040,PNOV.TE.1.P00350074	POCT.K8.1.P71800002770250215,POCT.K8.1.P71800002770940176
PDEC.223.1.P02780024,PDEC.223.1.P02530034	PJENN.M.1.P00920098,PJENN.M.1.P01160036	PNOV.TE.1.P01990020,PNOV.TE.1.P01420029	POCT.K8.1.P71800002770160084,POCT.K8.1.P71800002769760088
PDEC.223.1.P02780020,PDEC.223.1.P02530026	PJENN.M.1.P00920105,PJENN.M.1.P01160027	PNOV.TE.1.P01990025,PNOV.TE.1.P01420037	POCT.K8.1.P71800002770160080,POCT.K8.1.P71800002769760095
PDEC.223.1.P02780026,PDEC.223.1.P02530036	PJENN.M.1.P00920096,PJENN.M.1.P01160038	PNOV.TE.1.P01990019,PNOV.TE.1.P01420027	POCT.K8.1.P71800002770160086,POCT.K8.1.P71800002769760086
PDEC.223.1.P02790037	PJENN.M.1.P00540016	PNOV.TE.1.P00410093,PNOV.TE.1.P00610089	POCT.K8.1.P71800002770860037
PDEC.223.1.P00720026,PDEC.223.1.P02800013	PJENN.M.1.P00400024	PNOV.TE.1.P07000013,PNOV.TE.1.P05590011	POCT.K8.1.P71800002770180014,POCT.K8.1.P71800002770140013
PDEC.223.1.P02800017	PJENN.M.1.P00400028	NA,PNOV.TE.1.P05590015	POCT.K8.1.P71800002770140017
PDEC.223.1.P01860073,PDEC.223.1.P02850027	PJENN.M.1.P00630157,PJENN.M.1.P00170099	PNOV.TE.1.P01790058,PNOV.TE.1.P03490006	POCT.K8.1.P71800002770470114,POCT.K8.1.P71800002769290019
PDEC.223.1.P01860055,PDEC.223.1.P02850053	PJENN.M.1.P00630178,PJENN.M.1.P00170076	PNOV.TE.1.P01790040,PNOV.TE.1.P03490027	POCT.K8.1.P71800002769290043
PDEC.223.1.P03610026,PDEC.223.1.P02860017	PJENN.M.1.P01490041	PNOV.TE.1.P03590024,PNOV.TE.1.P03030031	POCT.K8.1.P71800002769980058,POCT.K8.1.P71800002770280107
PDEC.223.1.P02860025	PJENN.M.1.P01490047	PNOV.TE.1.P03030027	POCT.K8.1.P71800002770280112
PDEC.223.1.P02860033	PJENN.M.1.P01490053	PNOV.TE.1.P03030019	POCT.K8.1.P71800002770280120
PDEC.223.1.P02880042,PDEC.223.1.P02310051	PJENN.M.1.P01880065,PJENN.M.1.P01810067	PNOV.TE.1.P01370007,PNOV.TE.1.P01650008	POCT.K8.1.P71800002770190115,POCT.K8.1.P71800002770790067
PDEC.223.1.P02880007	PJENN.M.1.P01810031	PNOV.TE.1.P01370042	POCT.K8.1.P71800002770190145
PDEC.223.1.P02880027,PDEC.223.1.P02310036	PJENN.M.1.P01880050,PJENN.M.1.P01810052	PNOV.TE.1.P01370022,PNOV.TE.1.P01650021	POCT.K8.1.P71800002770190128,POCT.K8.1.P71800002770790056
PDEC.223.1.P01660019,PDEC.223.1.P02890021	PJENN.M.1.P00650027,PJENN.M.1.P00160156	PNOV.TE.1.P08360003,PNOV.TE.1.P07840002	POCT.K8.1.P71800002769940158,POCT.K8.1.P71800002770130162
PDEC.223.1.P01660024,PDEC.223.1.P02890017	PJENN.M.1.P00650025,PJENN.M.1.P00160162	PNOV.TE.1.P08360007,PNOV.TE.1.P07840006	POCT.K8.1.P71800002769940154,POCT.K8.1.P71800002770130158
PDEC.223.1.P01660020,PDEC.223.1.P02890020	PJENN.M.1.P00160157	PNOV.TE.1.P08360004,PNOV.TE.1.P07840003	POCT.K8.1.P71800002769940157,POCT.K8.1.P71800002770130161
PDEC.223.1.P01660011,PDEC.223.1.P02890028	PJENN.M.1.P00650034,PJENN.M.1.P00160147	PNOV.TE.1.P02710003,PNOV.TE.1.P02110033	POCT.K8.1.P71800002769940166,POCT.K8.1.P71800002770130169
PDEC.223.1.P01660009,PDEC.223.1.P02890030	PJENN.M.1.P00650036,PJENN.M.1.P00160145	PNOV.TE.1.P02710005,PNOV.TE.1.P02110031	POCT.K8.1.P71800002769940168,POCT.K8.1.P71800002770130171
PDEC.223.1.P01700024,PDEC.223.1.P02900005	PJENN.M.1.P00390119,PJENN.M.1.P00700051	PNOV.TE.1.P03840025,PNOV.TE.1.P04190023	POCT.K8.1.P71800002770320137,POCT.K8.1.P71800002770240080
PDEC.223.1.P01700024,PDEC.223.1.P02900005	PJENN.M.1.P00390119,PJENN.M.1.P00700051	PNOV.TE.1.P03840025,PNOV.TE.1.P04190023	POCT.K8.1.P71800002770320137,POCT.K8.1.P71800002770240080
PDEC.223.1.P01700062,PDEC.223.1.P02900036	PJENN.M.1.P00390159,PJENN.M.1.P00700014	PNOV.TE.1.P03760005,PNOV.TE.1.P05410004	POCT.K8.1.P71800002770320175,POCT.K8.1.P71800002770240112
PDEC.223.1.P01700065,PDEC.223.1.P02900039	PJENN.M.1.P00390162,PJENN.M.1.P00700009	PNOV.TE.1.P03760001,PNOV.TE.1.P05410002	POCT.K8.1.P71800002770320177,POCT.K8.1.P71800002770240115
PDEC.223.1.P01700020,PDEC.223.1.P02900001	PJENN.M.1.P00700056	PNOV.TE.1.P03840021,PNOV.TE.1.P04190019	POCT.K8.1.P71800002770320132,POCT.K8.1.P71800002770240076
PDEC.223.1.P02900003	PJENN.M.1.P00390117,PJENN.M.1.P00700054	PNOV.TE.1.P04190021	POCT.K8.1.P71800002770240077
PDEC.223.1.P01700059,PDEC.223.1.P02900033	PJENN.M.1.P00390155,PJENN.M.1.P00700017	PNOV.TE.1.P03760008,PNOV.TE.1.P05410006	POCT.K8.1.P71800002770320170,POCT.K8.1.P71800002770240109
PDEC.223.1.P01720028,PDEC.223.1.P02920016	PJENN.M.1.P00300133,PJENN.M.1.P00610128	PNOV.TE.1.P08350009	POCT.K8.1.P71800002770250051,POCT.K8.1.P71800002770940028
PDEC.223.1.P01720014,PDEC.223.1.P02920030	PJENN.M.1.P00300119,PJENN.M.1.P00610115	PNOV.TE.1.P07810003,PNOV.TE.1.P07590003	POCT.K8.1.P71800002770250067,POCT.K8.1.P71800002770940042
PDEC.223.1.P01220103,PDEC.223.1.P02930006	PJENN.M.1.P00300059,PJENN.M.1.P00610059	PNOV.TE.1.P03880019,PNOV.TE.1.P03950007	POCT.K8.1.P71800002770250119,POCT.K8.1.P71800002770940094
PDEC.223.1.P01220082,PDEC.223.1.P02930021	PJENN.M.1.P00300039,PJENN.M.1.P00610032	PNOV.TE.1.P03880001,PNOV.TE.1.P03950022	POCT.K8.1.P71800002770250143,POCT.K8.1.P71800002770940112
PDEC.223.1.P01220080,PDEC.223.1.P02930023	PJENN.M.1.P00300037,PJENN.M.1.P00610030	PNOV.TE.1.P05670001,PNOV.TE.1.P06270001	POCT.K8.1.P71800002770250145,POCT.K8.1.P71800002770940114
PDEC.223.1.P01220095,PDEC.223.1.P02930011	PJENN.M.1.P00300051,PJENN.M.1.P00610050	PNOV.TE.1.P03950013	POCT.K8.1.P71800002770250127,POCT.K8.1.P71800002770940100
PDEC.223.1.P01220086,PDEC.223.1.P02930017	PJENN.M.1.P00300042,PJENN.M.1.P00610036	PNOV.TE.1.P03880004,PNOV.TE.1.P03950019	POCT.K8.1.P71800002770250140,POCT.K8.1.P71800002770940108
PDEC.223.1.P01220083,PDEC.223.1.P02930020	PJENN.M.1.P00300040,PJENN.M.1.P00610033	PNOV.TE.1.P03880002,PNOV.TE.1.P03950021	POCT.K8.1.P71800002770250142,POCT.K8.1.P71800002770940111
PDEC.223.1.P01220073,PDEC.223.1.P02930030	PJENN.M.1.P00300031,PJENN.M.1.P00610024	PNOV.TE.1.P06270008	POCT.K8.1.P71800002770940121
PDEC.223.1.P01220070,PDEC.223.1.P02930031	PJENN.M.1.P00300028,PJENN.M.1.P00610021	PNOV.TE.1.P05670010,PNOV.TE.1.P06270010	POCT.K8.1.P71800002770250154,POCT.K8.1.P71800002770940122
PDEC.223.1.P01300040,PDEC.223.1.P02940007	PJENN.M.1.P00850003,PJENN.M.1.P00770015	PNOV.TE.1.P01430027,PNOV.TE.1.P00160110	POCT.K8.1.P71800002769800111,POCT.K8.1.P71800002769330091
PDEC.223.1.P02950023	PJENN.M.1.P00990085	PNOV.TE.1.P01190043	POCT.K8.1.P71800002770880125
NA,PDEC.223.1.P02960006	PJENN.M.1.P01170067,PJENN.M.1.P00760067	PNOV.TE.1.P00440046	POCT.K8.1.P71800002767210048
PDEC.223.1.P00180070,PDEC.223.1.P02960013	PJENN.M.1.P01170074,PJENN.M.1.P00760073	PNOV.TE.1.P00590045,PNOV.TE.1.P00440052	POCT.K8.1.P71800002769370041,POCT.K8.1.P71800002767210043
PDEC.223.1.P00180039,PDEC.223.1.P02960035	PJENN.M.1.P01170105,PJENN.M.1.P00760101	PNOV.TE.1.P00590069,PNOV.TE.1.P00440074	POCT.K8.1.P71800002769370018,POCT.K8.1.P71800002767210021
PDEC.223.1.P02970009,PDEC.223.1.P03230014	PJENN.M.1.P02520040,PJENN.M.1.P02820034	PNOV.TE.1.P02570001,PNOV.TE.1.P04960001	POCT.K8.1.P71800002770400033,POCT.K8.1.P71800002770440022
PDEC.223.1.P02970014,PDEC.223.1.P03230019	PJENN.M.1.P02520034,PJENN.M.1.P02820028	PNOV.TE.1.P02570007,PNOV.TE.1.P04960006	POCT.K8.1.P71800002770400028,POCT.K8.1.P71800002770440017
PDEC.223.1.P02970023,PDEC.223.1.P03230026	PJENN.M.1.P02520025,PJENN.M.1.P02820017	PNOV.TE.1.P02570016,PNOV.TE.1.P04960013	POCT.K8.1.P71800002770400019,POCT.K8.1.P71800002770440010
